Logging Data Com 9
2024-05-04 02:31:57,Neo6M GPS module test code
2024-05-04 02:32:00,Battery Voltage = 3.29V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.26V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.27V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.27V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.27V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.27V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.26V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.27V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.27V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.28V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.28V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.28V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.29V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:00,Battery Voltage = 3.28V
2024-05-04 02:32:00,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.28V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.28V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.31V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.27V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.30V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.28V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.28V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.27V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.28V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.28V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.28V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.28V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.27V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.29V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:01,Battery Voltage = 3.32V
2024-05-04 02:32:01,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.30V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.30V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.28V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.30V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.30V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.27V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.28V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.31V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.28V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.30V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.30V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.28V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.30V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.27V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.31V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:02,Battery Voltage = 3.29V
2024-05-04 02:32:02,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.29V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.29V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.29V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.29V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.29V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.29V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.28V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.29V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.30V
2024-05-04 02:32:03,No Connection
2024-05-04 02:32:03,Battery Voltage = 3.29V
